,0,1,2,3,4,5,6,7,8,9,10
0,0.3702811138190652,0.2666143572992212,0.2601419824127187,0.24839608931458276,0.2540752868933672,0.24913775928356152,0.24765615592156756,0.24911837950660998,0.24923331967745166,0.24207683791723833,0.24260530616562126
1,0.3803374011231885,0.2640654288449684,0.2511350524032527,0.2539175710499591,0.2542565883861699,0.2512374479357852,0.24442502348613562,0.2477927448342008,0.24598499478649608,0.2464984667047141,0.25070199472337845
2,0.3577608105972151,0.2580714512404937,0.2575585985231435,0.2545957015512793,0.2530891554490365,0.24962957633214355,0.24895731133508875,0.24910865639788665,0.24380992048437813,0.2491475199480775,0.2523769909728812
3,0.37331550914676753,0.2648951646458205,0.2624655066592848,0.24659202856071577,0.25214323636703045,0.2554434712346118,0.2505405114792465,0.24284306375619996,0.24543920248374307,0.24640770876796803,0.24532567951295012
4,0.3618678948974732,0.26883440882431364,0.2540135957193357,0.2518712070292033,0.2527428921821486,0.2539504206519003,0.24400622597903376,0.2501068868492335,0.24066851953681467,0.24851171324878152,0.2506273760891655
5,0.37369078805661154,0.25805352252585373,0.25332599585104476,0.24705549591255874,0.253089630330091,0.2459276903902792,0.24392900217023997,0.24517965752594742,0.24172129303090664,0.2497004764751478,0.2507997702085573
6,0.3755769625114204,0.26414388560787433,0.2571971951817151,0.2518363333195003,0.24701451747116304,0.2491032680007116,0.24789551642106072,0.24768455586775515,0.24681785663327183,0.2451169787110875,0.24545077536261625
7,0.3877731942463812,0.26864605108854833,0.26281467316602464,0.2508912187184004,0.25586238207127104,0.25503298393378365,0.24673340165948127,0.24638614546286638,0.25007015792301046,0.24448440479352973,0.2458760796728394
8,0.388227240945608,0.2592036806744151,0.25760864629759495,0.24635986910858418,0.2555205883299744,0.24675568192771644,0.24041780661427678,0.2502251517812113,0.2487693043245384,0.24106703746532832,0.24956567289049478
9,0.3733829062551724,0.26372590163794346,0.2595099786048283,0.25395305433241716,0.2486005375454504,0.24904276486919458,0.24980778817491564,0.24663246264766672,0.24485203000571362,0.24916373897052901,0.2530717771004814
10,0.39605482043633183,0.2599230396596364,0.26172686876247475,0.2544041298952388,0.254821536149833,0.25016133893389986,0.2514219945182894,0.2449710924316901,0.24184938106627213,0.2498767207789952,0.24739718821310563
11,0.39113936642326613,0.2666549773401477,0.26015815456771635,0.24651654592781438,0.2564059941115128,0.25478667899626506,0.24497590645228423,0.2502515932687814,0.24866641833038067,0.24305461372100787,0.2510177606385895
12,0.37784043422862407,0.2650231706054014,0.25942810021546114,0.25203314096678225,0.25320014889637377,0.2527563043181654,0.2458756485767113,0.24929694301137156,0.24924942473399941,0.2446728877437261,0.25190313768482886
13,0.39450761105701615,0.2620564858429939,0.25472766819038983,0.25262922373946006,0.2523208131853633,0.2509035063071985,0.24353394859425342,0.24174806495769086,0.24049593220457777,0.25022512371574845,0.2521753719759751
14,0.395191952164789,0.2654311794477569,0.25986573634552473,0.25281114416993844,0.24971740059334713,0.2527394332519805,0.24785399806433825,0.24889265460875862,0.24812945157007282,0.24657816389898335,0.241375261696364
15,0.3799334377939371,0.2682262292102248,0.25813563297106895,0.2544118043466139,0.25623909315202337,0.2507021117597995,0.24646665366539078,0.2506081298131606,0.24698544050076168,0.2468440576682724,0.2415210273299725
16,0.39290706653291574,0.26362747613480225,0.2532796201581281,0.24879680179543098,0.25326377827831786,0.25025781260109164,0.24100152410183043,0.24715230771900026,0.24728970178869097,0.24927172651568186,0.2530909888299332
17,0.38787162985717183,0.2620824288011516,0.2623881421948526,0.2535197128710196,0.24800305222099134,0.2531905225475089,0.252488918283555,0.24997078375569162,0.24657239122239405,0.25263305226833915,0.2505487703090564
18,0.39962810550192407,0.2635025276332834,0.262063006546785,0.2508063247918924,0.2516308325646836,0.25148268971050664,0.24856003891814374,0.2475299021970013,0.24879329340207373,0.24900637044821405,0.24527392903256945
19,0.3862973955445034,0.2678703830715151,0.2555694151569127,0.2475498049023629,0.254796404564993,0.25185753863759575,0.24146656748949435,0.24885772634554804,0.24970951345003736,0.24250802104546582,0.2497982890532371
20,0.37823802979029136,0.26082609030840376,0.2596899635512789,0.25346280898866996,0.24581454884647694,0.24585318280888147,0.249553475301204,0.2438663363859358,0.24653337149607304,0.24918450202550155,0.2513199280888779
21,0.3841479031337839,0.26446191653748724,0.26193151230974415,0.2532088260059009,0.24703115103959344,0.2549328506871501,0.2510741206809033,0.2420757935031718,0.24157218671043737,0.2506288080750337,0.24398051685781516
22,0.38612486634959714,0.2653730575623544,0.2541403547285015,0.24790700464130785,0.2573940571480575,0.253504369534068,0.24322359256019307,0.2481430278783634,0.24833810893813105,0.2447764039919429,0.24974287041202436
23,0.3750663290812721,0.260615358535353,0.258730198260379,0.25130017925956716,0.25179003987749016,0.24534000870246442,0.2484107969879439,0.24940169160664047,0.24748235528195944,0.24489629059597148,0.24341968920938217
24,0.38766454599629385,0.26424107309054984,0.25503091811296513,0.2513938181745721,0.2507289717760909,0.25166058145161774,0.2447358524059077,0.24128185888046977,0.24134296405260208,0.2508851850759028,0.2510003169669164
25,0.3784383431645963,0.2629857549624052,0.26091576475300954,0.2493872688151399,0.2492284178285652,0.25190397181651836,0.25167510399746834,0.2480512026954823,0.24198480927974989,0.24698492316344167,0.24906698862161536
26,0.3932070943972606,0.26531254508777746,0.2592816042631519,0.2449653895110594,0.25657668201007433,0.24535535089086888,0.25025236380817434,0.2506609428261773,0.24929702869983497,0.2424012303257281,0.24251073446228613
27,0.38879720798185696,0.26601613206939884,0.2526147154640094,0.24955632509387832,0.2528675999372554,0.25254652938686384,0.24317213343785177,0.2448256107127089,0.24613355528763628,0.24916094733026203,0.25256773318196657
28,0.3848954361341024,0.25666996423035243,0.26175838763894244,0.2532856951952739,0.24995576451597143,0.2472603832921136,0.24710379072503932,0.24713741228746264,0.24452185512253888,0.2520391195462573,0.2516751936366372
29,0.39378668460439387,0.26459081228055964,0.2602861242481834,0.24682672436833053,0.25041289863337474,0.25380922009084345,0.25267875428613285,0.24207197649736895,0.24239808322360684,0.24482664879502442,0.24395821166614734
30,0.38777517922118393,0.2650628165180284,0.2530486806680744,0.2530012420652475,0.25500282126487034,0.25394931822587546,0.24502074229215354,0.24921628183198632,0.24743644008393179,0.2482295134802942,0.24764165835041385
31,0.369977578778848,0.25676366678595586,0.2588614030835463,0.24972377753756822,0.25288620496259456,0.24542557877859067,0.2485273971496045,0.249548300013802,0.24844281443234767,0.24519130832749003,0.25247822057253705
32,0.3737734100462442,0.2660854593583042,0.2583559853908588,0.251045902275709,0.2486373152838878,0.25448592566195277,0.2522913815895165,0.23985397408209355,0.24115062733017176,0.248149990570554,0.245817785005807
33,0.3803644660164963,0.26415050591785855,0.2560907039782002,0.25336068696706604,0.2562404295643178,0.25381030558605144,0.24624729898402797,0.24582402877036535,0.2504557251497795,0.24863536893869345,0.2502365357024211
34,0.370481492956159,0.26275335419937745,0.2551465646287972,0.24571423017241412,0.2555830533156654,0.24439388567358242,0.2473223350855153,0.24934958932060733,0.24777883018814684,0.24001032832902466,0.24409550558552687
35,0.3717835981397684,0.26163736709150903,0.25868902562697615,0.25422708798171856,0.24870699537891997,0.24785921801146762,0.24841066831648315,0.24525648115007073,0.24086126303618982,0.25010217135711016,0.24800605899235503
36,0.3961484412423918,0.26337106698203816,0.2622925343903777,0.2514209307487667,0.2539399862304265,0.2547967845217569,0.2501663699812271,0.2489692832720686,0.24895556837463487,0.25085320099731506,0.2477263970134422
